video_desc,video_launch_time,video_url,comment_id,parent_comment_id,comment_time,comment_content,commenter_name,commenter_space
迪拜房产,2024-04-02,https://www.tiktok.com/@user5753633180527/video/7353232530776018184,7383753656574182150,7383753656574182150,6-24,🤲🤲🤲,الشيخ مسلم ,https://www.tiktok.com/@leydiiniamik
迪拜房产,2024-04-02,https://www.tiktok.com/@user5753633180527/video/7353232530776018184,7383753644217221893,7383753644217221893,6-24,🥰🥰🥰,الشيخ مسلم ,https://www.tiktok.com/@leydiiniamik
迪拜房产,2024-04-02,https://www.tiktok.com/@user5753633180527/video/7353232530776018184,7383753660314010373,7383753660314010373,6-24,🌺🌺🌺,الشيخ مسلم ,https://www.tiktok.com/@leydiiniamik
Dubai,2024-03-20,https://www.tiktok.com/@user5753633180527/video/7348400503442722056,7348514390466216705,7348514390466216705,3-21,🥰🥰🥰,shanglatechnicals ,https://www.tiktok.com/@shanglatechnicals
Dubai,2024-03-20,https://www.tiktok.com/@user5753633180527/video/7348400503442722056,7348514401723794178,7348514401723794178,3-21,❤❤❤,shanglatechnicals ,https://www.tiktok.com/@shanglatechnicals
Dubai,2024-03-20,https://www.tiktok.com/@user5753633180527/video/7348400503442722056,7348440949520253714,7348440949520253714,3-20,🥰🤩🤩🥰,晴天传媒（接推广，接广告） ,https://www.tiktok.com/@usdt_h
祝大家斋月吉庆,2024-03-18,https://www.tiktok.com/@user5753633180527/video/7347657779378703624,7349595996559966978,7349595996559966978,3-24,你是穆斯林。哈利路亚。以马内利。恭喜发财,龙少爷 ,https://www.tiktok.com/@user127426218248
祝大家斋月吉庆,2024-03-18,https://www.tiktok.com/@user5753633180527/video/7347657779378703624,7347676306899010311,7347676306899010311,3-18,😁🥰🤩😁🥰,晴天传媒（接推广，接广告） ,https://www.tiktok.com/@usdt_h
哈利法塔一居室,2024-03-15,https://www.tiktok.com/@user5753633180527/video/7346516115750669575,7346958666715497218,7346958666715497218,3-16,投资回报率大概多少349K还是349w,alading ,https://www.tiktok.com/@user9406794178060
哈利法塔一居室,2024-03-15,https://www.tiktok.com/@user5753633180527/video/7346516115750669575,7346853775883404038,7346853775883404038,3-16,什么价,Жәлел ,https://www.tiktok.com/@user702395139
哈利法塔一居室,2024-03-15,https://www.tiktok.com/@user5753633180527/video/7346516115750669575,7383753733614617350,7383753733614617350,6-24,🌺🌺🥰🥰🥰,الشيخ مسلم ,https://www.tiktok.com/@leydiiniamik
,2024-03-08,https://www.tiktok.com/@user5753633180527/video/7343918823277382920,7349370023972881170,7349370023972881170,3-23,學會一個人生活，不論身邊是否有人疼愛。做好自己該做的，有愛或無愛，都安然對待,. ,https://www.tiktok.com/@user7262270803036
,2024-03-08,https://www.tiktok.com/@user5753633180527/video/7343918823277382920,7344079228423439110,7344079228423439110,3-9,👍,Nourtourofficiel ,https://www.tiktok.com/@nourtourofficiel
,2024-03-08,https://www.tiktok.com/@user5753633180527/video/7343918823277382920,7383753830884164357,7383753830884164357,6-24,🌺🥰🌺🥰,الشيخ مسلم ,https://www.tiktok.com/@leydiiniamik
 ,2024-03-08,https://www.tiktok.com/@user5753633180527/video/7343918820525935890,7347662650975404805,7347662650975404805,3-18,你是哪个民族？,Kanatbek Kalymkhan ,https://www.tiktok.com/@kanatbek.kalymkha
 ,2024-03-08,https://www.tiktok.com/@user5753633180527/video/7343918820525935890,7343963230409081618,7343963230409081618,3-8,几号开始斋月,Pisces ,https://www.tiktok.com/@benzhen978
,2024-02-27,https://www.tiktok.com/@user5753633180527/video/7340305344976981255,7340340325904712455,7340340325904712455,2-28,🥰😋😋😋,晴天传媒（接推广，接广告） ,https://www.tiktok.com/@usdt_h
